final_star,tries_until_dropout,dropout,union_segment,policy,total_fails,total_destroy,max_consecutive_fail,threshold
23,61,1,high_union,advantage,45,8,10,329.6506741964237
19,36,1,high_union,baseline,30,2,11,333.20686109125364
22,39,1,high_union,advantage,31,1,12,334.9509225157292
16,22,1,high_union,baseline,20,1,12,312.09906295660863
22,49,1,high_union,advantage,39,3,9,326.1809367004807
21,36,1,high_union,baseline,29,2,12,348.4790769108233
24,51,1,high_union,advantage,41,1,10,348.2753929658252
21,40,1,high_union,baseline,33,1,11,319.4165460154688
27,49,0,high_union,advantage,36,1,9,322.7863926145912
16,24,1,high_union,baseline,21,2,13,342.21822289468867
17,20,1,high_union,advantage,16,2,12,289.9839596947565
19,32,1,high_union,baseline,27,1,12,313.5384851464595
23,56,1,high_union,advantage,46,2,8,346.71140911073513
23,51,1,high_union,baseline,39,4,12,339.5040108336953
27,48,0,high_union,advantage,36,0,10,327.3852755529981
17,28,1,high_union,baseline,25,1,11,289.8833518933876
24,38,1,high_union,advantage,27,2,12,319.00179533917674
16,25,1,high_union,baseline,21,3,13,308.20169207500135
21,47,1,high_union,advantage,37,4,11,326.62077805634425
18,24,1,high_union,baseline,21,0,12,303.8130663041024
17,16,1,high_union,advantage,14,0,13,299.48553210050784
20,55,1,high_union,baseline,42,8,8,278.7026944463272
17,27,1,high_union,advantage,24,1,13,344.436093699534
21,35,1,high_union,baseline,25,4,12,312.00458977113885
25,58,1,high_union,advantage,44,4,10,323.1429156740507
18,21,1,high_union,baseline,17,1,13,319.9552376705164
24,61,1,high_union,advantage,46,6,8,298.65132134079
18,23,1,high_union,baseline,20,0,12,294.8187017710361
18,25,1,high_union,advantage,21,1,11,299.89369748005527
16,16,1,high_union,baseline,14,1,13,305.53663122341214
18,34,1,high_union,advantage,27,4,11,327.3321249402761
18,41,1,high_union,baseline,34,4,10,304.0856467295878
23,69,1,high_union,advantage,53,8,9,354.92981263189245
17,38,1,high_union,baseline,33,3,10,340.54302071786304
22,45,1,high_union,advantage,37,1,10,336.1671909933142
15,13,1,high_union,baseline,13,1,13,317.606821950537
21,51,1,high_union,advantage,39,6,11,350.2856147144097
21,50,1,high_union,baseline,39,5,8,315.6398873775775
25,41,1,high_union,advantage,30,1,11,319.37477171691506
16,21,1,high_union,baseline,18,2,12,323.3994907949854
18,25,1,high_union,advantage,22,0,12,334.03646081086686
18,31,1,high_union,baseline,27,1,12,332.7381615800597
19,35,1,high_union,advantage,29,2,10,310.49749443110795
23,34,1,high_union,baseline,25,1,12,309.3401256114809
17,18,1,high_union,advantage,16,0,13,332.7980591430417
21,42,1,high_union,baseline,34,2,10,334.30473167782463
17,20,1,high_union,advantage,16,2,13,312.1329775035425
17,26,1,high_union,baseline,23,1,10,288.25623860643094
22,53,1,high_union,advantage,41,5,9,315.8536780798351
23,41,1,high_union,baseline,32,1,11,332.47051597651716
17,27,1,high_union,advantage,23,2,13,356.1083369283956
21,35,1,high_union,baseline,28,1,10,296.0408407531868
17,34,1,high_union,advantage,29,3,10,311.46857494338855
17,20,1,high_union,baseline,17,1,13,312.2119287694925
22,41,1,high_union,advantage,31,3,12,347.11610678863
18,29,1,high_union,baseline,24,2,12,319.30116999082736
22,49,1,high_union,advantage,37,5,11,301.8534688125547
20,29,1,high_union,baseline,23,1,13,331.1739056584364
23,41,1,high_union,advantage,30,3,12,311.90722959918105
18,20,1,high_union,baseline,17,0,12,295.5122545328409
21,42,1,high_union,advantage,34,2,10,302.144533854477
18,34,1,high_union,baseline,28,3,12,354.6808390884524
18,31,1,high_union,advantage,26,2,11,327.68418443298924
18,34,1,high_union,baseline,30,1,10,322.15520110905084
23,44,1,high_union,advantage,36,0,9,315.0021252837591
23,42,1,high_union,baseline,33,1,10,325.842976842376
23,38,1,high_union,advantage,30,0,10,325.6047189200499
18,33,1,high_union,baseline,28,2,10,325.8433765641465
21,49,1,high_union,advantage,40,3,10,322.2969018055551
17,41,1,high_union,baseline,34,5,9,337.375966766111
22,40,1,high_union,advantage,32,1,11,320.4620869200146
22,63,1,high_union,baseline,51,5,6,300.44122328894724
17,21,1,high_union,advantage,18,1,13,307.75154218198264
19,32,1,high_union,baseline,27,1,9,280.41962613020576
21,38,1,high_union,advantage,31,1,10,360.53634232084784
22,56,1,high_union,baseline,44,5,8,337.25509183905376
18,24,1,high_union,advantage,21,0,11,303.39859009741525
22,48,1,high_union,baseline,39,2,10,314.363103012058
17,28,1,high_union,advantage,24,2,11,307.2624705158713
18,20,1,high_union,baseline,16,1,13,350.85094422748233
21,48,1,high_union,advantage,35,7,8,291.6024567145814
20,49,1,high_union,baseline,40,4,10,322.28952117637556
18,24,1,high_union,advantage,21,0,12,317.82944314870304
21,43,1,high_union,baseline,34,3,11,336.53677261418227
25,54,1,high_union,advantage,42,2,9,317.9198154455061
18,26,1,high_union,baseline,21,2,12,284.8358224668913
23,52,1,high_union,advantage,42,2,9,314.9776433071512
23,41,1,high_union,baseline,32,1,9,300.5567556411335
18,43,1,high_union,advantage,37,3,8,321.59159093113124
16,31,1,high_union,baseline,27,3,12,348.68354073040655
21,34,1,high_union,advantage,27,1,10,285.2114951153544
23,59,1,high_union,baseline,45,6,8,303.9955452920019
24,58,1,high_union,advantage,45,4,9,308.94614092433005
21,39,1,high_union,baseline,30,3,12,312.36737809173576
25,59,1,high_union,advantage,44,5,8,334.8025132821049
18,28,1,high_union,baseline,24,1,11,316.52911164877224
18,17,1,high_union,advantage,14,0,13,328.3160545144089
27,59,0,high_union,baseline,44,3,9,307.48453912536445
17,20,1,high_union,advantage,17,1,13,324.5984869083587
19,29,1,high_union,baseline,24,1,13,335.5559526175543
25,51,1,high_union,advantage,38,3,9,305.3540090052582
22,38,1,high_union,baseline,29,2,12,335.6271623961303
22,43,1,high_union,advantage,31,5,11,321.04745537455136
20,44,1,high_union,baseline,35,4,11,340.9092048096451
18,40,1,high_union,advantage,33,4,10,315.9716019984605
19,29,1,high_union,baseline,24,1,12,327.62489310324196
20,38,1,high_union,advantage,32,1,10,319.1878753664294
17,15,1,high_union,baseline,13,0,13,318.07575475918844
22,52,1,high_union,advantage,43,2,9,325.1786085645138
27,57,0,high_union,baseline,42,3,9,330.73614938449805
19,34,1,high_union,advantage,29,1,10,295.0087017615199
19,28,1,high_union,baseline,23,1,13,348.67267217635754
21,26,1,high_union,advantage,19,1,12,282.806739189004
16,31,1,high_union,baseline,27,3,11,306.30375780522206
19,41,1,high_union,advantage,32,5,9,318.114618584702
18,52,1,high_union,baseline,42,7,9,328.24711938171896
17,22,1,high_union,advantage,20,0,13,351.52345055482755
19,38,1,high_union,baseline,31,3,10,282.8341702354978
18,20,1,high_union,advantage,17,0,13,309.8461174322058
18,21,1,high_union,baseline,18,0,12,277.4633302440147
21,44,1,high_union,advantage,36,2,11,320.63243947820496
19,34,1,high_union,baseline,28,2,12,325.4336716900006
22,52,1,high_union,advantage,40,5,10,351.81591484342505
21,55,1,high_union,baseline,44,5,8,322.4126952178691
24,70,1,high_union,advantage,53,8,8,340.8805025888476
17,34,1,high_union,baseline,29,3,10,331.6767416307812
20,33,1,high_union,advantage,26,2,11,311.29503605989663
17,24,1,high_union,baseline,22,0,11,291.8207850641592
20,39,1,high_union,advantage,30,4,11,325.5000459658362
21,44,1,high_union,baseline,36,2,8,290.1579596570927
18,32,1,high_union,advantage,28,1,11,345.90414145339287
27,44,0,high_union,baseline,31,1,10,316.7587579592635
18,17,1,high_union,advantage,14,0,14,343.90354823022835
21,27,1,high_union,baseline,21,0,13,310.39571131735204
21,40,1,high_union,advantage,31,3,10,325.37701572801984
20,47,1,high_union,baseline,38,4,9,324.1869771466938
19,22,1,high_union,advantage,18,0,13,319.0991176397815
18,29,1,high_union,baseline,25,1,11,311.34680973206815
18,30,1,high_union,advantage,24,3,12,327.8491203694104
19,38,1,high_union,baseline,31,3,9,301.4767347303358
21,48,1,high_union,advantage,37,5,8,295.81129342081886
19,49,1,high_union,baseline,40,5,9,344.85653786653654
24,55,1,high_union,advantage,43,3,11,334.543359777842
23,44,1,high_union,baseline,35,1,10,321.3178321720448
17,25,1,high_union,advantage,22,1,13,353.3028476508756
16,16,1,high_union,baseline,14,1,13,314.6446896255031
22,62,1,high_union,advantage,47,8,9,346.4540643997796
16,24,1,high_union,baseline,21,2,13,323.51148169851643
21,39,1,high_union,advantage,33,0,10,299.5049849984722
18,63,1,high_union,baseline,49,11,9,356.960803835417
17,26,1,high_union,advantage,24,0,10,339.8142169324817
17,23,1,high_union,baseline,20,1,13,317.5795793798087
26,54,1,high_union,advantage,40,3,10,334.543425190679
18,18,1,high_union,baseline,14,1,13,311.92593132004185
21,59,1,high_union,advantage,47,6,9,336.5829807011908
22,45,1,high_union,baseline,36,2,9,272.1784286943208
23,52,1,high_union,advantage,39,5,9,299.60397332610813
20,41,1,high_union,baseline,33,3,11,339.58519488573927
21,46,1,high_union,advantage,37,3,10,315.0068892356216
18,25,1,high_union,baseline,21,1,13,324.15084589777484
16,15,1,high_union,advantage,14,0,13,293.0642867576913
17,36,1,high_union,baseline,31,3,11,356.95733991404205
22,48,1,high_union,advantage,36,5,12,343.8105928743535
16,21,1,high_union,baseline,18,2,13,315.9862956324934
20,39,1,high_union,advantage,29,5,11,311.90608286273346
21,42,1,high_union,baseline,33,3,10,340.59208722839384
16,20,1,high_union,advantage,17,2,14,359.64940900337854
23,67,1,high_union,baseline,52,7,9,339.0752051162271
21,41,1,high_union,advantage,35,0,12,363.43605334793205
17,32,1,high_union,baseline,26,4,10,301.55297341876167
22,43,1,high_union,advantage,30,6,11,303.61226339002417
17,19,1,high_union,baseline,17,0,12,296.221177638933
18,27,1,high_union,advantage,23,1,12,328.83521299298957
23,40,1,high_union,baseline,31,1,11,323.5120709960874
19,30,1,high_union,advantage,25,1,12,316.9609775305603
17,26,1,high_union,baseline,22,2,12,336.185172562466
20,40,1,high_union,advantage,33,2,10,344.6465721042933
17,36,1,high_union,baseline,29,5,9,289.48675181426313
19,32,1,high_union,advantage,26,2,12,308.0605594419777
18,20,1,high_union,baseline,16,1,13,336.4028718824612
23,43,1,high_union,advantage,30,5,11,310.64522632282836
16,16,1,high_union,baseline,14,1,13,304.03587847283694
25,61,1,high_union,advantage,48,3,9,340.3707485530079
17,19,1,high_union,baseline,17,0,13,294.2099986055204
21,47,1,high_union,advantage,37,4,9,313.9684038441779
20,48,1,high_union,baseline,37,6,11,326.5728805160962
19,25,1,high_union,advantage,20,1,12,308.5236017217976
17,34,1,high_union,baseline,30,2,11,335.6631131202635
17,25,1,high_union,advantage,22,1,13,308.6224604960526
18,19,1,high_union,baseline,16,0,13,348.1723898689184
19,27,1,high_union,advantage,23,0,11,317.48507405008456
16,26,1,high_union,baseline,24,1,10,333.4254027341071
21,54,1,high_union,advantage,43,5,8,334.9204790596563
17,25,1,high_union,baseline,21,2,12,307.44919994511855
19,39,1,high_union,advantage,31,4,10,278.93026902688223
16,41,1,high_union,baseline,35,5,9,327.2151150932767
20,39,1,high_union,advantage,31,3,10,321.4457669424974
19,24,1,high_union,baseline,20,0,13,331.11652055150256
22,46,1,high_union,advantage,37,2,9,315.46945055234323
20,27,1,high_union,baseline,19,3,13,311.3914460239857
20,35,1,high_union,advantage,29,1,12,360.169460219634
16,20,1,high_union,baseline,19,0,11,290.55291876978447
23,45,1,high_union,advantage,35,2,10,334.67900956728477
22,71,1,high_union,baseline,56,8,6,308.5079628363322
20,23,1,high_union,advantage,18,0,13,313.28442764519156
16,20,1,high_union,baseline,18,1,13,313.6579433485207
23,52,1,high_union,advantage,41,3,9,303.93131451657484
20,48,1,high_union,baseline,38,5,10,331.42448420472476
27,62,0,high_union,advantage,44,6,8,347.8128719189991
21,50,1,high_union,baseline,40,4,9,329.40027322493324
27,43,0,high_union,advantage,29,2,9,322.0676399242419
21,27,1,high_union,baseline,20,1,13,300.2711900180151
21,55,1,high_union,advantage,42,7,10,330.336505316489
21,45,1,high_union,baseline,36,4,11,363.126992634586
20,43,1,high_union,advantage,34,4,9,312.3861075240981
18,30,1,high_union,baseline,25,2,10,312.48032841296265
25,58,1,high_union,advantage,44,4,9,308.77821738038006
22,50,1,high_union,baseline,40,3,9,310.2117153101116
22,30,1,high_union,advantage,23,0,11,265.0940089265523
21,44,1,high_union,baseline,33,5,12,328.10070771711423
21,37,1,high_union,advantage,30,1,10,303.08895647290774
18,21,1,high_union,baseline,18,0,12,287.794737624164
23,38,1,high_union,advantage,29,1,11,335.063798994651
18,26,1,high_union,baseline,22,1,11,298.3596442991613
23,41,1,high_union,advantage,31,2,11,313.22661892232486
21,43,1,high_union,baseline,33,4,11,349.3288478237716
23,41,1,high_union,advantage,32,1,10,291.81568403950973
18,42,1,high_union,baseline,33,6,10,289.34803530804476
16,14,1,high_union,advantage,13,0,13,325.38612379124675
19,38,1,high_union,baseline,31,3,11,342.9897472802074
22,51,1,high_union,advantage,39,5,9,288.51316564536074
18,31,1,high_union,baseline,26,2,10,328.1537947367435
26,63,1,high_union,advantage,48,4,10,331.61999079923385
22,52,1,high_union,baseline,40,5,9,278.8167903261536
21,46,1,high_union,advantage,38,2,9,335.9700267581444
22,36,1,high_union,baseline,27,2,13,337.5321175968436
21,45,1,high_union,advantage,36,3,11,313.7642885348795
23,47,1,high_union,baseline,38,1,11,345.04692724596015
18,28,1,high_union,advantage,25,0,11,342.7291114864969
20,44,1,high_union,baseline,34,5,9,322.0623585143441
20,45,1,high_union,advantage,37,3,10,310.9710921935013
16,34,1,high_union,baseline,30,3,11,300.5434421483409
18,21,1,high_union,advantage,18,0,13,319.2487298126762
22,50,1,high_union,baseline,39,4,9,331.3951783940836
25,62,1,high_union,advantage,47,5,8,313.5164627791872
18,26,1,high_union,baseline,22,1,11,276.0499798947594
25,58,1,high_union,advantage,44,4,10,345.3742778915314
24,67,1,high_union,baseline,51,7,7,323.8044644368979
21,35,1,high_union,advantage,26,3,11,312.4075100664633
23,47,1,high_union,baseline,36,3,11,337.1431677684658
21,37,1,high_union,advantage,30,1,11,350.49277192965513
21,44,1,high_union,baseline,34,5,10,263.9617686102422
26,69,1,high_union,advantage,52,6,8,328.6852729984414
24,41,1,high_union,baseline,30,2,10,291.46701578379304
17,20,1,high_union,advantage,18,0,13,329.98221013597885
22,35,1,high_union,baseline,27,1,12,322.5585440474916
22,62,1,high_union,advantage,48,7,10,332.714530528811
21,32,1,high_union,baseline,25,1,12,310.0150477101069
23,48,1,high_union,advantage,37,3,10,282.53519776361696
23,66,1,high_union,baseline,48,10,10,310.9926361748666
27,52,0,high_union,advantage,39,1,9,328.13695270279567
18,23,1,high_union,baseline,20,0,13,340.3078465735045
23,47,1,high_union,advantage,36,3,9,296.5633739905495
17,21,1,high_union,baseline,19,0,13,340.54120853746036
16,18,1,high_union,advantage,16,1,13,307.0425542070696
21,31,1,high_union,baseline,25,0,12,327.2489976318905
22,44,1,high_union,advantage,36,1,8,309.80212094268734
19,30,1,high_union,baseline,25,1,12,323.64341255424205
18,22,1,high_union,advantage,18,1,13,337.8375526914055
23,55,1,high_union,baseline,42,6,10,295.4597184542293
21,37,1,high_union,advantage,31,0,10,306.4018820650634
16,15,1,high_union,baseline,13,1,13,323.69925174684175
18,24,1,high_union,advantage,20,1,13,368.03167322060705
20,37,1,high_union,baseline,28,4,11,302.7362057566634
23,55,1,high_union,advantage,44,3,9,360.8026777199384
21,47,1,high_union,baseline,39,2,9,360.0884660735034
21,46,1,high_union,advantage,36,4,9,318.05377698596817
18,43,1,high_union,baseline,36,4,9,314.036949476002
23,53,1,high_union,advantage,43,2,8,306.15869602670614
22,41,1,high_union,baseline,32,2,10,318.6359493933466
23,40,1,high_union,advantage,32,0,11,291.86561134880884
19,25,1,high_union,baseline,21,0,12,318.47521965358806
21,48,1,high_union,advantage,39,3,10,349.93760547701714
18,29,1,high_union,baseline,26,0,12,307.77829875046564
24,47,1,high_union,advantage,35,3,10,315.18551392021897
20,49,1,high_union,baseline,37,7,9,285.97719051465515
21,38,1,high_union,advantage,30,2,9,327.48124176262087
17,18,1,high_union,baseline,16,0,13,325.2896336990275
17,27,1,high_union,advantage,23,2,12,321.2740471953154
21,40,1,high_union,baseline,32,2,10,315.6634589955571
22,54,1,high_union,advantage,43,4,9,314.1448416245509
18,32,1,high_union,baseline,27,2,11,330.03800467401345
18,31,1,high_union,advantage,27,1,12,319.42366796822756
18,22,1,high_union,baseline,19,0,13,326.29943743110664
23,52,1,high_union,advantage,41,3,8,324.299656349091
18,42,1,high_union,baseline,35,4,10,342.46854574191525
24,57,1,high_union,advantage,42,6,11,333.5398819475011
20,30,1,high_union,baseline,25,0,12,323.85723686300383
19,32,1,high_union,advantage,27,1,13,350.3684406130436
16,31,1,high_union,baseline,27,3,11,328.40537058113125
27,35,0,high_union,advantage,22,1,5,346.0992537758084
23,59,1,high_union,baseline,48,3,9,332.13885216773275
21,46,1,high_union,advantage,35,5,9,283.16161842136916
20,71,1,high_union,baseline,56,10,8,346.0966952663866
21,65,1,high_union,advantage,53,6,8,322.70352482685337
21,50,1,high_union,baseline,40,4,8,318.96090458198444
22,49,1,high_union,advantage,39,3,9,325.62696694979155
17,25,1,high_union,baseline,21,2,12,313.1003367608586
20,42,1,high_union,advantage,35,2,9,324.5405772077789
19,26,1,high_union,baseline,21,1,10,308.16247867313814
20,47,1,high_union,advantage,35,7,10,345.4854451746874
19,48,1,high_union,baseline,37,7,10,317.72823772757897
18,17,1,high_union,advantage,14,0,13,312.3483231455513
19,30,1,high_union,baseline,26,0,10,301.5014836856145
21,50,1,high_union,advantage,41,3,9,325.37551578297285
22,52,1,high_union,baseline,42,3,8,323.74214200250185
21,48,1,high_union,advantage,38,4,10,327.7684922735501
21,31,1,high_union,baseline,23,2,12,299.45496224989745
23,43,1,high_union,advantage,32,3,10,287.9763760237685
21,42,1,high_union,baseline,34,2,10,332.5118260501312
24,45,1,high_union,advantage,34,2,12,349.69283723753017
18,26,1,high_union,baseline,20,3,12,299.47292755220207
17,22,1,high_union,advantage,20,0,13,351.78882567123395
22,45,1,high_union,baseline,34,4,10,325.67822117472764
19,39,1,high_union,advantage,33,2,9,319.8587419089834
15,13,1,high_union,baseline,13,0,13,312.04902606908445
21,50,1,high_union,advantage,39,5,11,292.3096396115001
20,45,1,high_union,baseline,36,4,10,339.754570318492
25,45,1,high_union,advantage,34,1,10,304.48787277124796
19,30,1,high_union,baseline,26,1,12,304.403866485248
19,24,1,high_union,advantage,19,1,13,339.8385261977391
17,28,1,high_union,baseline,23,3,12,282.34033106656545
21,51,1,high_union,advantage,40,5,9,289.52804378663666
19,36,1,high_union,baseline,29,3,11,319.6373151298384
21,32,1,high_union,advantage,26,0,11,325.865688580097
17,34,1,high_union,baseline,30,2,10,329.6946929593785
25,59,1,high_union,advantage,45,4,8,313.9640301320749
21,29,1,high_union,baseline,23,0,13,370.60739337283377
18,22,1,high_union,advantage,18,1,13,315.44214882468333
20,50,1,high_union,baseline,41,4,9,315.38427695794553
19,37,1,high_union,advantage,31,2,11,304.06026662372244
19,39,1,high_union,baseline,30,5,12,322.4781363304214
21,42,1,high_union,advantage,34,2,11,332.2992246409355
20,25,1,high_union,baseline,18,2,13,344.0715610906692
27,55,0,high_union,advantage,41,2,7,290.21431471119564
20,41,1,high_union,baseline,33,3,11,315.080093232886
16,25,1,high_union,advantage,22,2,13,328.93407221618287
17,23,1,high_union,baseline,19,2,13,331.7411506918907
19,38,1,high_union,advantage,32,2,11,320.13097315609076
18,29,1,high_union,baseline,24,2,11,330.848479390642
25,45,1,high_union,advantage,33,2,10,303.820722141484
21,48,1,high_union,baseline,39,3,10,351.1581086463671
16,20,1,high_union,advantage,18,1,13,339.8525620595886
21,36,1,high_union,baseline,28,2,10,293.1014442586966
19,39,1,high_union,advantage,33,2,10,298.4979390376649
20,38,1,high_union,baseline,28,5,11,299.06156499786186
24,58,1,high_union,advantage,45,4,10,333.5593994179306
21,35,1,high_union,baseline,27,2,11,294.30544467165066
18,31,1,high_union,advantage,25,3,12,313.3795133158384
22,37,1,high_union,baseline,28,2,11,329.0940879283355
24,56,1,high_union,advantage,44,3,10,318.6766813090713
19,31,1,high_union,baseline,27,0,10,325.1777503142541
19,41,1,high_union,advantage,35,2,9,298.68394577302485
19,32,1,high_union,baseline,27,1,12,331.8970874679449
22,52,1,high_union,advantage,41,4,9,307.73576215048007
17,20,1,high_union,baseline,17,1,13,313.50760651204115
25,65,1,high_union,advantage,50,5,8,324.75463455811973
18,29,1,high_union,baseline,24,2,12,322.06156443061695
24,46,1,high_union,advantage,36,1,9,320.47960038031187
16,29,1,high_union,baseline,25,3,11,304.9874635604649
18,18,1,high_union,advantage,15,0,13,314.00901177601617
22,37,1,high_union,baseline,29,1,11,320.0436718167407
16,34,1,high_union,advantage,30,3,9,292.4982953366583
22,52,1,high_union,baseline,41,5,8,310.74934067373243
19,42,1,high_union,advantage,33,5,11,327.7535975806569
22,27,1,high_union,baseline,19,1,12,294.45126792309316
22,42,1,high_union,advantage,34,1,12,343.1316330318848
24,48,1,high_union,baseline,36,3,10,345.39226525199683
19,26,1,high_union,advantage,22,0,12,295.0969884807983
19,36,1,high_union,baseline,31,1,10,347.1523926610028
19,47,1,high_union,advantage,39,4,9,317.1283682257573
17,25,1,high_union,baseline,22,1,12,328.3702911831411
22,41,1,high_union,advantage,33,1,11,310.0669789574351
17,16,1,high_union,baseline,14,0,13,338.4608965445352
20,31,1,high_union,advantage,24,2,13,328.12188037697337
19,28,1,high_union,baseline,23,1,10,303.71693486804793
27,35,0,high_union,advantage,22,1,4,296.69596000069424
18,32,1,high_union,baseline,26,3,9,290.79395129581553
24,65,1,high_union,advantage,50,6,9,323.75883552865514
21,51,1,high_union,baseline,42,3,8,331.4494282355947
21,37,1,high_union,advantage,30,1,12,333.01931357558885
19,35,1,high_union,baseline,29,2,10,317.6403781078524
17,20,1,high_union,advantage,17,1,13,296.8600708867127
18,31,1,high_union,baseline,26,2,12,306.35850403952435
21,44,1,high_union,advantage,36,2,10,343.0469727792385
19,35,1,high_union,baseline,27,4,11,310.3074287079984
17,18,1,high_union,advantage,16,0,13,322.8683526136295
22,39,1,high_union,baseline,31,1,11,298.48699032850226
18,29,1,high_union,advantage,26,0,11,326.7316609091807
17,26,1,high_union,baseline,22,2,11,310.8463087664184
17,28,1,high_union,advantage,25,1,12,340.9342542755153
17,17,1,high_union,baseline,15,0,13,335.47115412413626
20,30,1,high_union,advantage,25,0,11,310.08588106850203
21,43,1,high_union,baseline,33,4,10,317.4667194530467
21,43,1,high_union,advantage,34,3,10,308.97767519918744
17,21,1,high_union,baseline,18,1,12,291.6113360690998
23,41,1,high_union,advantage,31,2,11,302.85115140905566
24,56,1,high_union,baseline,44,3,9,323.9643465544164
22,38,1,high_union,advantage,29,2,12,326.50518996459164
18,42,1,high_union,baseline,33,6,11,322.9709580718528
21,28,1,high_union,advantage,22,0,12,313.96533892082726
21,62,1,high_union,baseline,48,8,10,338.6613321144197
18,24,1,high_union,advantage,21,0,13,321.27083809121876
21,42,1,high_union,baseline,32,4,10,334.06507656191894
24,28,1,high_union,advantage,18,1,12,284.5244973559496
17,25,1,high_union,baseline,21,2,10,241.55199496763316
24,46,1,high_union,advantage,35,2,9,325.6757605567616
22,50,1,high_union,baseline,40,3,9,291.50468692557024
17,31,1,high_union,advantage,26,3,10,315.75096594573887
18,24,1,high_union,baseline,21,0,10,313.95805917950787
25,66,1,high_union,advantage,53,3,9,351.7480120483107
17,16,1,high_union,baseline,14,0,13,327.9999310588721
19,35,1,high_union,advantage,29,2,11,323.3171805359735
17,34,1,high_union,baseline,29,4,12,336.7398230926735
18,25,1,high_union,advantage,21,1,12,327.36995173678076
18,34,1,high_union,baseline,28,3,11,310.84646014023133
17,16,1,high_union,advantage,14,0,13,341.4295186050912
17,16,1,high_union,baseline,14,0,13,297.80499744223454
27,63,0,high_union,advantage,46,5,9,326.46494375067124
21,49,1,high_union,baseline,39,4,8,289.0486041172738
26,46,1,high_union,advantage,34,1,11,324.0788771503199
19,39,1,high_union,baseline,32,3,10,323.85979283545856
23,55,1,high_union,advantage,44,3,10,353.52909923829327
24,54,1,high_union,baseline,39,6,11,288.7005221311644
22,42,1,high_union,advantage,34,1,9,307.98225648292373
22,43,1,high_union,baseline,34,2,11,336.4536485314829
17,19,1,high_union,advantage,17,0,13,326.7063451279462
18,29,1,high_union,baseline,25,1,11,323.6061010267501
24,49,1,high_union,advantage,39,1,10,300.8772859408292
18,33,1,high_union,baseline,28,2,10,308.1836330381714
22,48,1,high_union,advantage,38,3,11,344.90082016446513
23,57,1,high_union,baseline,43,6,9,318.96981612492146
17,18,1,high_union,advantage,16,0,13,327.5071939228895
19,33,1,high_union,baseline,29,0,10,317.6962334244704
25,53,1,high_union,advantage,42,1,8,296.3382896950047
20,40,1,high_union,baseline,32,3,11,338.6762085214999
22,58,1,high_union,advantage,46,5,9,330.0646476906499
18,27,1,high_union,baseline,23,1,13,366.1127367473438
18,22,1,high_union,advantage,19,0,12,299.6883724069891
20,48,1,high_union,baseline,40,3,10,336.4514584240096
20,44,1,high_union,advantage,36,3,9,293.76912067925997
20,39,1,high_union,baseline,32,2,11,323.1469313534615
21,41,1,high_union,advantage,34,1,12,339.5301317812633
21,29,1,high_union,baseline,22,1,10,278.55729767807026
22,48,1,high_union,advantage,39,2,8,315.90135051516785
24,46,1,high_union,baseline,35,2,10,308.7358053191476
21,41,1,high_union,advantage,34,1,9,305.96085403409757
18,29,1,high_union,baseline,25,1,12,327.7042530451871
21,38,1,high_union,advantage,31,1,11,342.4137141284519
16,23,1,high_union,baseline,20,3,12,317.3344256954169
18,20,1,high_union,advantage,17,0,13,324.1097285512004
17,24,1,high_union,baseline,22,1,12,322.28617506118496
25,50,1,high_union,advantage,39,1,9,320.0360701271283
23,48,1,high_union,baseline,36,4,9,298.21314724575785
23,40,1,high_union,advantage,30,2,12,342.1688920344578
19,31,1,high_union,baseline,26,1,12,325.9039073631767
21,37,1,high_union,advantage,29,2,12,327.89762980005156
25,66,1,high_union,baseline,51,5,8,303.8698074194884
17,33,1,high_union,advantage,28,3,12,310.81559204021517
17,16,1,high_union,baseline,14,0,13,316.47731604578445
19,22,1,high_union,advantage,18,0,12,289.317506131023
17,34,1,high_union,baseline,29,3,10,286.2393134960464
18,35,1,high_union,advantage,29,3,10,307.98504138722865
21,57,1,high_union,baseline,46,5,7,330.4504153288478
20,25,1,high_union,advantage,18,2,12,306.9372522014012
18,26,1,high_union,baseline,21,2,12,299.6238960481857
19,31,1,high_union,advantage,26,1,12,303.70628693524657
21,45,1,high_union,baseline,37,2,9,310.89315153709373
21,43,1,high_union,advantage,35,2,10,312.9228207435979
15,14,1,high_union,baseline,14,0,14,363.3104290441311
24,65,1,high_union,advantage,50,6,9,341.0924125697464
21,50,1,high_union,baseline,39,5,10,340.49548224563455
19,40,1,high_union,advantage,33,3,11,343.37160728546763
22,35,1,high_union,baseline,28,0,11,300.02358261331904
19,24,1,high_union,advantage,20,0,13,295.5527077002552
17,30,1,high_union,baseline,27,1,11,297.86259416931887
27,39,0,high_union,advantage,26,1,10,346.69012266675674
16,16,1,high_union,baseline,14,1,13,309.05616422235016
18,25,1,high_union,advantage,20,2,12,294.9728763552143
17,16,1,high_union,baseline,14,0,13,311.38007599560376
18,22,1,high_union,advantage,19,0,12,315.2278893657074
18,39,1,high_union,baseline,33,3,11,325.36826547389126
25,62,1,high_union,advantage,50,2,9,325.01902041424086
17,38,1,high_union,baseline,32,4,11,303.43638872252984
19,53,1,high_union,advantage,41,8,9,333.7131278502742
16,32,1,high_union,baseline,27,4,10,307.2161293249968
24,58,1,high_union,advantage,47,2,7,316.87447326589916
16,17,1,high_union,baseline,15,1,13,333.7354814100671
24,66,1,high_union,advantage,49,8,9,307.16357192111315
